term,weight
ポ カン,-9.18490931898782
倒せる ない,-9.185689940630473
高校 合格 し,-9.18597101719152
ない 眼,-9.185986720455126
言葉 使う,-9.186126672010765
もっとも その,-9.186664567560618
バリスタ,-9.186757083258463
縛ら れ いる,-9.186807390735348
案内 致し,-9.187272493766164
入っ こ られ,-9.187885213572255
放っ い その,-9.188085934187084
故郷 帰っ,-9.188424009135886
事故 両親,-9.188445003006553
燻,-9.18846888991568
攻防 あっ,-9.18887589160771
ぅ その,-9.188966504473466
贔屓,-9.18923374373516
種族 魔族,-9.189534040406546
言う 精霊,-9.189580256201749
滑り止め,-9.189716313183267
魔法使い なる,-9.189806150027012
現れ 彼ら,-9.190007198001815
もう 消え,-9.190045949798373
仮想現実 世界,-9.190140185604484
の こんなに,-9.19056553720904
思っ 僕,-9.191402618908437
ほん っ,-9.191646409518484
冷静 い られ,-9.192100398682978
短く 刈り,-9.192108662254206
無視 し その,-9.192112267410021
資材,-9.192142534963468
でき 二人,-9.192193479090086
不安 煽る,-9.192242460233569
あんまり 無い,-9.192652860449734
ピー,-9.193354771814565
17才,-9.193378883214164
なっ そういう,-9.194037317015564
風体,-9.194260544691724
し 知れ,-9.194770591378429
めんどい,-9.194822758815839
大往生,-9.194971007016019
監査,-9.195300276399463
声 し 声,-9.195337982705977
うやむや,-9.195612136858946
死 受け入れ,-9.195667306515162
思いこん,-9.19577876275687
程度 し,-9.19603669108995
総理,-9.196143378289584
起因,-9.19638019476361
なぜ 死ん,-9.19673740481744
せ しまっ い,-9.196789274961718
言え なっ,-9.196885650511506
強く 思っ,-9.197223086646726
嵌,-9.197246430488278
その ゲート,-9.19730858113575
半分 ない,-9.197651248705007
かわいいっ,-9.19815296344531
比較的 穏やか,-9.198322050331898
競っ,-9.198626754559104
中学校 卒業,-9.198657258188721
排出 さ れる,-9.199149699494804
平和 日本,-9.19921098102092
いる 男女,-9.199471344343397
した 見る,-9.199522469514482
し よっと,-9.199768689924943
渡さ れ の,-9.19985635019691
の 皆さん,-9.200354088170181
みる ー,-9.20070726968915
一定 距離 保っ,-9.200808839877965
られ 訳,-9.200954745184736
最強 戦士,-9.201417267695106
しれ 最後,-9.201442302111403
くる 可能性,-9.201480450604429
の コイツ,-9.201748378305883
死な の,-9.202182243438468
小さな 小さな,-9.202531611341795
抵抗 むなしく,-9.20262459881776
構わ その,-9.202699521380296
一人 頭,-9.203126280170753
声 掛けて 来,-9.20337753739629
み いきなり,-9.203450986740108
ボロアパート,-9.203452373962437
非通知,-9.203548359899772
要素 あっ,-9.203857316579857
眼 見え,-9.204070358343694
その 男子,-9.204374072920022
さ迷っ,-9.204674141875664
来 異世界,-9.204700200531839
だせ,-9.204772697290762
魔法 発達,-9.205022376177018
魔法 発達 し,-9.205022376177018
一抱え,-9.205322929574784
宣,-9.205626274909644
死ん 死ぬ,-9.205872722598231
四十代,-9.206010274495586
純然,-9.206148945387845
時計 確認 し,-9.206254190479891
すれ 神,-9.207071516652812
なる 僕,-9.207144545997835
活 かせる,-9.207307765980229
世界 干渉,-9.207307765980229
空腹,-9.207420678431252
ある 言い,-9.207545494469656
い コート,-9.207600035160976
い 缶コーヒー,-9.207925219182137
いる ん ー,-9.207926378277726
いけ お前,-9.20793561311579
の 根本,-9.208036920190118
同席 し,-9.208166493774405
現実 そんな,-9.208321454346901
世界 作る,-9.208366776865068
20分 経っ,-9.208638008935623
城 見える,-9.208758991660892
言っ たし,-9.208776051801035
そういう 言葉,-9.209220330538617
責,-9.20932925984686
ア,-9.209615633079109
する の なんだか,-9.20968793868941
出す 出来,-9.209761430690865
宝石 埋め込ま,-9.20994033485949
宝石 埋め込ま れ,-9.20994033485949
ベッド 床,-9.210098027868675
帰ろ 思っ,-9.210188646321583
ローマ字,-9.210647654709604
食べ い の,-9.210678127011768
ん 髪,-9.21070239481124
みれ いい,-9.210817440992788
急 現れ,-9.211380403313292
1人 居,-9.211427778572508
反射 さ れ,-9.21159035665242
そんな 重要,-9.2115947299557
お口,-9.211930249366377
効果 付与,-9.211949598783281
終わっ そろそろ,-9.21225853720821
早く 食べ,-9.212405852706121
ー 言わ れ,-9.212477233045414
壁 貼っ ある,-9.212568154350492
壁 貼っ,-9.212568154350492
みに,-9.212753589909434
いっ しまう の,-9.212879118042402
嬉し 声,-9.212931297797152
チャンス ある,-9.212968109297858
見つから の,-9.212991816255007
れ スラム街,-9.2134140192832
細く 白い,-9.213578470531475
3階建て,-9.213880905177959
あっ 無い,-9.213977016108071
殴ら れ 蹴ら,-9.213981986954916
れ 蹴ら れ,-9.213981986954916
れ 蹴ら,-9.213981986954916
なく 働き,-9.214047667452098
いる 大通り,-9.214136231715036
急 顔,-9.214277924000465
いる 場面,-9.214384975198877
豊か 自然,-9.214505197836846
ある 視線,-9.21451067286371
そろそろ 終わり,-9.214610145702034
画し,-9.214768756315726
一線 画し,-9.214768756315726
ずばり,-9.21509718507791
立と し,-9.215120046154343
勢い よく 開け,-9.215263667620542
よく 開け,-9.215263667620542
し くれ わかっ,-9.215418698197206
の 証明,-9.21550760342853
捨て もんじゃ,-9.215545188868523
いい もう ちょっと,-9.215586661463243
ビビッ,-9.215832066257132
お茶 用意,-9.215884106471353
れ い 大きな,-9.216060500518756
いく 相手,-9.21649549031665
し てる こんな,-9.21654207026107
い 携帯,-9.216687799221479
空気 包ま,-9.216806173969967
空気 包ま れ,-9.216806173969967
集約 し,-9.2169353079051
場所 転移,-9.217092942684978
し い 父親,-9.217367027890742
そろそろ 戻る,-9.217481331451076
剣術 体術,-9.217773658010481
し 成功,-9.218164629500897
乗っ き,-9.21831660055859
名前呼び,-9.21846072157157
工藤,-9.21860180624651
し そんなに,-9.218852165271443
愛妻家,-9.218888719785362
ー かー,-9.21894460048549
サクセスストーリー,-9.219067377924603
海 し,-9.219185536811267
槍 攻撃,-9.220208856772853
跨,-9.220251799002519
の この 学校,-9.220479737716134
残響,-9.220638990219339
い 止め,-9.220742038191219
比重,-9.220955498206433
はみ出し,-9.221113013247313
出る 出る,-9.222033090571397
剣 する,-9.222034364590451
により,-9.22217714062326
し 教会,-9.222281286611885
惜しくも,-9.222431180876308
いる の 勿論,-9.222928035606017
最速,-9.223063017767203
あり 当然,-9.223091814138337
ない 巨大,-9.223092556066343
察し つい,-9.223132236310713
達成 さ れ,-9.22339397739757
熱中症,-9.223468439186338
余り ある,-9.22349541489131
主張 し いる,-9.223909777447703
い 一度,-9.224450581552706
あんな 奴ら,-9.224681572430784
わすれる,-9.224899234729051
し 使える,-9.224941942765085
二人 産ん,-9.22505814573762
い しょうが,-9.225162652550052
黒 スカート,-9.2252392578653
踊ら さ れ,-9.225295073239973
踊ら さ,-9.225295073239973
短く 刈り上げ,-9.22562360181765
する の 不可能,-9.225882675705115
の しばしば,-9.226089251025014
良かっ しれ,-9.226147871936698
げ 答える,-9.226155936606203
責任 取っ,-9.22616255711824
助け 助け,-9.226169800711835
学校 終わっ,-9.226526768327574
さ 高い,-9.226725530836006
呟く 少女,-9.226814086488936
半壊,-9.226935160762483
や がっ ん,-9.227151956177506
リタイア,-9.22715930755927
直近,-9.227427523838308
スキル 行使,-9.227438255601562
頭 入っ き,-9.227535041024007
の 観測,-9.22796213781593
止,-9.228022468340667
とりあえず 準備,-9.22810059487128
この 能力 持っ,-9.228114708273242
ぼやけ いる,-9.228186689389515
銃 持ち,-9.22841457935424
いる 異常,-9.228483041652193
一緒 い くれる,-9.22848908690474
こういう 限っ,-9.228747988323779
本気 出せ,-9.22874850923969
分かち,-9.228893737754323
らん ない,-9.229772226714553
なる 遥か,-9.229861471208652
やっと 覚め,-9.229908944417684
掠 かす,-9.22992866467301
の がよく,-9.230036997270224
トラック 衝突,-9.230203111966594
足 運ん い,-9.230248602297394
そんな 存在 し,-9.230250946498217
背中 見送り,-9.230274953679483
君 見せ,-9.230496949948202
机 肘,-9.230575915857957
喋る できる,-9.23062387094163
表沙汰,-9.23084487700537
言っ 頬,-9.230883966343615
幽鬼,-9.230931368106791
ん 必死,-9.230965483329271
全国 模試,-9.23105045197508
の 驚く,-9.231390846560883
する わ,-9.231579219800622
追う者,-9.231770111675166
先ほど 説明,-9.231856256038988
先ほど 説明 し,-9.231856256038988
ほんわか し,-9.232519049631211
逃げ ください,-9.232767097580087
れる 分かっ,-9.23279947230786
残る 顔立ち,-9.23283067221196
さ 残る 顔立ち,-9.23283067221196
聞か れ,-9.232849992747477
地獄絵 図,-9.23292933496624
割り込ま,-9.232948407402993
あの 姿,-9.233134460756109
岩 陰 出て,-9.233227911304752
レベル 1 スキル,-9.233271358775362
つむり,-9.233576620776999
金銭,-9.233842419189523
よほど ない,-9.234053107422916
よほど ない 限り,-9.234053107422916
反応 し その,-9.234247178670184
風 強い,-9.234396737534784
の 尚,-9.234811056538497
開き 始める,-9.234872209144493
女子高 生,-9.23499478806993
剣 稽古,-9.235135162701177
ハアハア,-9.235290580202953
み 間違い,-9.23540238782096
する 朝,-9.235807479068981
いる 証拠,-9.2358372339683
閉ざさ れる,-9.23608816628428
られる 無かっ,-9.236113687887833
血 吸っ,-9.236136450064974
はふ,-9.236372563058705
場所 住ん い,-9.237291166986505
空振り,-9.237557331218703
今日 いつも 通り,-9.237707423444679
向かっ て,-9.2377649467585
する 決意,-9.237765637740647
苦労 する,-9.237859260569477
痛み 与え,-9.23792817273214
れる 違う,-9.23793507842864
スラスラ,-9.238171309512547
ください では,-9.238258703235298
き すぐ,-9.238543629477347
神様 なっ,-9.238757902059653
生き 人間,-9.239110821843521
信じ もらえる,-9.239410235636232
突然 大声,-9.239439288871845
の 把握,-9.240132602711634
無い こんな,-9.240169310910588
わかっ てる ん,-9.240816302574482
し いる まるで,-9.241097911480518
せる なる の,-9.24110116867912
事態 起き,-9.24150428923764
会える 思っ,-9.241627519257088
ダンッ,-9.24167624872237
さ 頭 下げる,-9.241775860832163
せ 思う,-9.241912832616418
覚ます 真っ白 空間,-9.241916018853399
覚ます 真っ白,-9.241916018853399
せい ある,-9.242139144207778
見た目 中身,-9.242144241021606
の メッセージ,-9.24223352007154
心 惹か れる,-9.242256909020197
惹か れる ある,-9.242256909020197
近付い 来る,-9.242552897506982
無駄 その,-9.24270792981375
なく 生活,-9.242897620354956
しめ縄,-9.243069488492237
詰,-9.243339206702473
ぉぉ ぉぉ ぉ,-9.243410890395934
方策,-9.243700369228458
やっ 二人,-9.24386378351316
ない つまり,-9.24387718703121
鎧 つけ,-9.24438104466724
髪 黒,-9.24460879749675
い ある程度,-9.244783965462974
近郊,-9.24488482128847
さ れ 薬,-9.245047187324904
れ 薬,-9.245047187324904
ー 間違い,-9.24505425581524
勘違い し しまい,-9.245687580501
年齢 ない,-9.245791966807325
鋭く なっ,-9.245900245412937
全う する,-9.245956197911978
の 自問自答,-9.246434832305809
揶揄 さ れる,-9.246532304838675
れ 時期,-9.246811893457892
聞か いけ,-9.24696222383736
腰 ナイフ,-9.247025685292979
支障 ない,-9.247044721922475
少年 唇,-9.24717123351463
ベット ある,-9.247323868480839
風 揺れ いる,-9.247386510645413
し きって,-9.24738719496169
今日この頃,-9.24748331798407
おどおど し,-9.247490745758652
明るく し,-9.247560348207594
しっかり 勉強,-9.247616558126623
今日 違っ,-9.247741637208032
手足 感覚,-9.24796209692328
くすぐら れる,-9.247966273184451
おは よぉ,-9.248074737909114
い ご主人様,-9.248123270940011
程度 思っ,-9.24824042557561
発揮 さ れ,-9.248345503750757
注文 聞い,-9.248469972320475
散っ の,-9.248476814458154
出る この,-9.248537393986174
スラッと し,-9.24855809765304
力仕事,-9.249110248358189
バージン,-9.249436441438192
処女 バージン,-9.249436441438192
科学 発展,-9.249796201710433
依頼 掲示板,-9.249796201710433
いる 我慢,-9.249809566164297
遣わさ れ,-9.250054029257429
考え いる 突然,-9.250122616870414
いる ん どう,-9.250142369434315
言葉 通じる の,-9.250251042619675
魔王 倒し 英雄,-9.25036939513443
れ 困惑 する,-9.250756730141436
馴染める,-9.250782926029748
声 聴こえ,-9.25090436078675
し 昨日,-9.250921453302052
主人 マスター,-9.251050964005547
この 戦闘,-9.25166998417207
ん 思いっきり,-9.251830152257103
振り向き ざま,-9.251831904311086
存分 楽しん,-9.251873236408155
書き し,-9.251898054332752
へったくれ,-9.251931368598651
注が れ いる,-9.252050582386149
囚われ いる,-9.252296854368124
僕 今日,-9.252378946891202
する 今後,-9.253250954530296
赤く 燃える,-9.253474625205174
まあ よく,-9.253554302084034
消し 去ろ,-9.254102744512242
3人 1,-9.254242344499772
溜息 出,-9.254361797609777
取り出し 画面,-9.254533285702964
れ 見る,-9.25470493911004
警戒 しながら,-9.25493760100612
なっ 魔法,-9.25498352615886
作り出せる,-9.25546408461709
壁 沿い,-9.255534933238797
先天的,-9.25571884290411
その他 色々,-9.255727163760568
側 無い,-9.255990213942175
思う 人間,-9.256126009931485
伸びる 腕,-9.25622688626503
限り 近い,-9.256232503017195
剣 握っ,-9.25626128638226
こんな チート,-9.256474922684603
地獄 落とさ,-9.256539750512058
いる 指示,-9.256670918671329
富裕層,-9.256878695332873
昇華 し,-9.2569477761588
宛名,-9.257035977840133
やっ ほ,-9.257113079711075
静まりかえっ,-9.257591520512914
おり 見る,-9.257688668391703
持っ いる その,-9.25784748870661
とても 明るい,-9.25791654614474
仏壇,-9.25800737109973
手始め,-9.258030674983255
続ける でき,-9.258063956229341
難色,-9.2581863643038
そんな 流れ,-9.259061394961876
ロック 解除 し,-9.259205462132345
の この世,-9.259421722421752
耳 おかしく,-9.25956357055841
塗装,-9.259614584894427
続け い の,-9.259758878997928
み 言っ,-9.259839442546369
世界 最後,-9.2598845322863
後ろ 振り向い,-9.260084874995599
基本的 い,-9.260494742624857
働い てる,-9.260735244820815
生ま,-9.261437481979861
10km,-9.26160351434533
し 角,-9.261745969212598
話す 声,-9.261872633740193
必要 こんな,-9.261887572154334
この 辺境,-9.26196564934176
昼休み なっ,-9.262080981147331
入れ すぎ,-9.262087722259938
根っから,-9.262566228253682
もしか し もっと,-9.262600885108085
聞き取れ ん,-9.262678748068089
き 娘,-9.262882622958628
こう 言い放っ,-9.26290729631218
場面 あっ,-9.262957338148478
明るい 茶髪,-9.263680028530647
溢 し,-9.263903874487326
切り離し,-9.263912846768559
足 感覚,-9.264119609696952
悪い 考え,-9.264217838103807
閉じ しまっ,-9.264361401796716
い トイレ,-9.264365028926262
ある 気づく,-9.264461997211475
建ち並ぶ,-9.264514133278677
つつか れ,-9.264687887572975
場所 ない の,-9.264701856274206
髪 持っ,-9.26488645636702
仕事 無い,-9.26526444167048
ふと 誰か,-9.265297453769083
その 石,-9.265312053422072
優秀 成績,-9.265393631390491
仕掛け くる,-9.265408857113659
美味しい の,-9.26543342381731
いる この 星,-9.265720630435418
役目 放棄,-9.265843339582078
意識 遠のい いっ,-9.265880352022089
凡そ,-9.266125754652933
砕ける 音,-9.26661125074691
ん 疲れ,-9.26682047560696
言葉 青年,-9.266866106785912
の ついに,-9.267018320055694
れ 尚,-9.267022460012575
さっさと 殺し,-9.267060395174155
き どういう,-9.267168160090252
い 流石に,-9.267412925022333
世界 強,-9.26760687301013
しまっ 女の子,-9.267975698002168
魔物 存在 する,-9.267987735471307
粗悪,-9.268205147983975
分から もしか,-9.268406194516214
分から もしか し,-9.268406194516214
存在 あり,-9.26861918007405
い 森 入る,-9.268630647352614
見える 今日,-9.268630647352614
こする,-9.268864680210891
職業 決め,-9.268959629431977
駆使,-9.269006278519694
姿 見当たら,-9.269327628789224
はいはい 分かっ 分かっ,-9.269479914710747
おちょくっ,-9.269648258588997
青く し,-9.269653963674422
顔 青く し,-9.269653963674422
どう する この,-9.269714961289296
なる 全て,-9.269824664487214
よく そんな,-9.269924844726319
れる 年齢,-9.26997898146712
どの の,-9.270248106268454
煮込ん,-9.27049609390638
やる いう,-9.270510756277003
プラス,-9.270817935805137
し 声 聞こえ,-9.270931054280487
殺さ れ その,-9.271381039210269
いる もうすぐ,-9.271569523395923
下がっ いく,-9.272046447964017
華奢 体躯,-9.272142513807744
い さっそく,-9.272453656703105
さ れ 危険,-9.272455178293542
世界 人口,-9.272598458656915
じろじろ,-9.272817632483749
注い くれ,-9.273193423476783
所謂 オタク,-9.273204635342555
部屋 ある の,-9.27327343070293
不向き,-9.273538037444052
少女 大きな,-9.273547447432946
そんな 有り得,-9.27359302671687
い 漫画,-9.274255132067125
冷凍,-9.274846054191139
投げ き,-9.275063973060696
変え させ,-9.275375527255083
れ い 不思議,-9.275486618518432
群青,-9.276022000786776
人知 超え,-9.276064815605377
でる この,-9.276521942009929
ボー し,-9.276887594171487
高地,-9.27721675479638
の 化け物,-9.277409951040699
化け,-9.277514954583902
史上最高,-9.277706569320179
腕 しがみつい,-9.277717959428912
気泡,-9.277871345763796
の 加え,-9.278034153335588
いる 準備,-9.278195613658294
光 シャワー,-9.278201402144406
天才 の,-9.27852447435188
城中,-9.278651756959722
プライバシー 侵害,-9.278826893632058
もう一度 繰り返す,-9.278876003003388
軍服 着,-9.27896960931717
僕 わから,-9.278976860997458
勝手 動い い,-9.279051208421837
本当に いたん,-9.279122205908207
初めて し,-9.279298453293416
光 筋,-9.279481266934964
機嫌 よく,-9.279582925837909
れ 帰る,-9.28002683440962
しまっ とても,-9.280050212642092
発症 する,-9.28005774116363
なんとなく 分かる,-9.28012697296215
持っ 帰っ,-9.280215065296488
い 訳,-9.280248851234925
儀式 行わ,-9.280549774910632
いたたまれない,-9.281027482621793
笑顔 答え,-9.28124279539001
みよ なっ,-9.281322588028338
姿 視界,-9.281557060832101
し しまっ ー,-9.281587599741316
覆面,-9.281932864131054
叫ん み,-9.282225758152169
いる 出来る,-9.282555680991297
姉 弟,-9.283186814025452
言わ れ 来,-9.283692387372454
こぼさ,-9.283796197523058
言う 貴様,-9.28406437384541
この メッセージ,-9.28442648236711
受け止め いる,-9.284889663339511
連動,-9.284932308055364
適応 する,-9.28550950890903
られ い 僕,-9.28578234216438
学校 歩く,-9.285785259814883
読ん み,-9.285835778737052
要さ,-9.286004642206024
ら 担任,-9.286337885993065
お前 ら 担任,-9.286337885993065
魔術 攻撃,-9.28667368671085
神様 言い,-9.286945266545754
ライト スタンド,-9.286952687393985
男装,-9.287029313055148
知っ てる 知ら,-9.287156858047993
看過,-9.28722790846993
済む 思っ,-9.28740892545278
さっき 少年,-9.287559749167261
馬鹿 し い,-9.287576569123862
農地,-9.287629407034208
みる どう,-9.287696765869601
褒め てる,-9.287760712199967
言う 人物,-9.288212975918452
この 現状,-9.288530212026629
扉 開い い,-9.288896443804202
奪っ いる,-9.288939475790066
愛称 呼ぶ,-9.289151818510215
しかける,-9.289158420527935
世界 真理,-9.289397824202787
靴底,-9.28944278512548
いる 出,-9.289770540106955
する 行っ,-9.289933121226522
アパート 借りて,-9.29001730602111
真実 の,-9.290098608344348
し 銃,-9.290236888716914
の 市民,-9.290348598999246
の 見て取れ,-9.290399585054507
いる あんまり,-9.290477542433727
足 小指,-9.29064111558831
付き合っ き,-9.290773565530634
高層,-9.291035672311306
私的,-9.291090490921471
感覚 無かっ,-9.291398931560023
少女 周り,-9.291418913606456
使わ さ,-9.291481236679694
勢い 任せ,-9.29194806737252
言葉 違和感,-9.292077411743245
ー 帰っ,-9.292472301365601
頭 ボリボリ 掻き,-9.29254615500041
頭 ボリボリ,-9.29254615500041
ボリボリ 掻き,-9.29254615500041
なる 修行,-9.292782851503965
逃げる でき,-9.292867608506128
なく こんな,-9.293801042439089
むかつく,-9.294002708818356
てる や,-9.294305936938411
うに,-9.294561219474232
天才的,-9.294888226006936
ん 親,-9.29493526879114
その 全身,-9.295006090067645
リスペクト,-9.29512250335417
降り られ,-9.295362961353534
音 その 音,-9.295634051552973
参加 せ,-9.295643793443563
壁 背,-9.295779877661865
急速 意識,-9.29578476629123
手中,-9.295876066144473
中学校 高校,-9.296141938570315
残っ おり,-9.29639323555119
急 そんな 言わ,-9.29671155644292
気分 この,-9.29691154484523
想起 さ,-9.297264715915809
かがみ,-9.297436693850017
願い 叶える,-9.297455787890765
色とりどり 花,-9.297573686450997
信号 待ち,-9.297677309233515
やはり い,-9.297916814125951
まったり,-9.29792937173734
けんもほろろ,-9.297934181434563
よからぬ事,-9.298674118200617
本音 言え,-9.299194282167129
言い出し の,-9.299212268420888
多分 そんな,-9.299478811531882
そこら 辺,-9.299607174878085
本 この,-9.299971987175402
神 祈り,-9.300301181211415
今日の天気,-9.30032275224361
酷使,-9.300390335318617
言っ てる 意味,-9.300462088011397
旅行 行っ,-9.300531409978488
ー ため息,-9.300846869395052
物 出,-9.301382992472226
上座,-9.301573184359148
しっぽり,-9.301613318119799
ささげ,-9.301740012344833
場所 魔法,-9.301905624442249
なく 飢え,-9.302074158446722
れ い 特に,-9.30212208172648
世界 半分,-9.302338427939478
笑顔 少女,-9.302341135279883
引火 し,-9.302520706865476
出来 視界,-9.302554139729722
い 庭,-9.302598306501624
暴れ られ,-9.303159114215145
人生 失敗,-9.30323603715295
寂し さ 紛らわす,-9.30330908327447
の スポーツ,-9.30333929992237
こもっ い,-9.30345560088668
スマホ ライト,-9.303488000910484
男女 共,-9.303549873919959
その 蓋,-9.303732099530578
朝食 準備 し,-9.30405505990906
なにか 買っ,-9.304061578291078
なく なる,-9.304550286452333
かたどっ,-9.304634737173267
逃げ しまう,-9.30512935382479
ん 靴,-9.305312128362791
天界 地上,-9.305547502250406
考え ください,-9.305605595808327
がんばり,-9.305888265938094
木星,-9.305906142564709
黒い 羽,-9.305911953420368
スキル 言わ,-9.30604511939891
ステータス 設定,-9.306058851600167
いる 夢,-9.306125795135774
埋まっ てる,-9.306167267045339
飢餓 状態,-9.306882468074004
無い 誰か,-9.307080274795393
最初 そんな,-9.30711743007578
胸 尻,-9.30732086055729
全体像,-9.30770025789569
空 見上げ いる,-9.307703123514303
れ 魂,-9.307793421503057
意識 刈り取ら れ,-9.307846760192461
意識 刈り取ら,-9.307846760192461
する 義務,-9.308126314144728
息 殺し,-9.308232121190192
朝食 食べる,-9.308279303729465
れ 感触,-9.308507976781392
うは,-9.30858996329101
れ てる 思う,-9.308791575079676
息苦しく なっ,-9.308871513654054
壁 掛け,-9.308892811322718
し 頂ける,-9.308944227984817
っぽい 世界,-9.309428039305583
する 肌,-9.309561947069893
ねだり,-9.309650705940882
簡単 出来る,-9.309854843096648
い 今更,-9.309924226186798
テレビ 点け,-9.31004832316607
し てる お前,-9.310124300207722
感覚 近い,-9.310891759185067
隠れ里,-9.31112454579428
周り 警戒 し,-9.311168728284173
なっ て ん,-9.311337390125434
ゴール し,-9.311490810546129
幼馴染 の,-9.312116612049248
よすぎ,-9.312253398974883
その 安心,-9.31243472402356
沢,-9.312659893298864
しのぐ,-9.31289196406901
思わず その,-9.31300561794075
の その 様子,-9.313068214891807
掘れ,-9.313276012900495
ひょろ,-9.313910777612108
ひょろ い,-9.313910777612108
考える 今日,-9.313963387723717
いる 幻,-9.31499887535325
とりあえず 言わ,-9.315713572758185
額 脂汗,-9.315727815678454
冗談 ん,-9.316534545216463
事実 僕,-9.31668984002972
そんな 部屋,-9.31700262131844
石 握りしめ,-9.317080778016035
れ 可能性,-9.317258540141903
女子高,-9.317388269574392
見かけ ある,-9.317407553444752
し いる とにかく,-9.317591911586584
頚動脈,-9.317706418667218
封じ られる,-9.317780926096486
突き返し,-9.317900896242683
幸いに,-9.317999943731046
最後 声,-9.318428319909694
突き付け られ,-9.318727207407335
克服 し,-9.318778142729741
芽吹き,-9.318970802130384
湛え いる,-9.319768099361934
指 差さ,-9.319816295023168
指 差さ れ,-9.319816295023168
山 中腹,-9.319982506747424
とお目 当て,-9.32008407047482
下界 様子,-9.320165396849108
血圧,-9.32020617109442
し 特別,-9.320317709787199
色 見え,-9.320369730122266
持つ 輝き,-9.321078746601021
なろ し い,-9.32108804228185
少し 暗く,-9.321270790966812
パイルバンカー,-9.321708288403052
顧み,-9.322100009916719
の 躊躇う,-9.322185200232724
出来栄え,-9.32226849508381
枯渇 し,-9.322581031341823
情報 入れ,-9.322657780638421
その 翌日,-9.322768876956465
二十四歳,-9.322956954404344
帰っ くる でき,-9.323089659657821
1 撃,-9.323137889383009
思い 歩い,-9.32370270165012
地面 なく,-9.323734584193879
うな さ,-9.323780070816587
い 自ら,-9.323950647415689
の 水晶,-9.323985144469559
分際 この,-9.324091243450756
呼ん くれ ん,-9.324478008565043
なっ やっと,-9.324512452793783
身体 し いる,-9.324514500488421
書き込む,-9.324992676630027
城塞,-9.325207030206014
れる 答え,-9.325384453607862
被っ い 顔,-9.325389212151988
朝 今日,-9.32545615593084
捨て もんじゃ ない,-9.325477071721066
聞こえる 聞こえ,-9.32557334442248
時給,-9.32572491279974
空 向かっ,-9.325815806977714
育っ い,-9.325852542927374
おり よく,-9.325903732252552
代々 伝わる,-9.325918311921983
待っ 言い,-9.32605114194973
上手く でき,-9.326117931156077
変 思わ,-9.326198189354942
凛々しい 顔,-9.326757076294742
詰め込ま れ い,-9.32804082899625
中1,-9.328243916070154
反映 さ れ,-9.328247316631593
様子 み,-9.328586782625676
噴き,-9.32859095587769
属性 闇,-9.328628999967329
合図 出す,-9.328669756959172
i love you,-9.328979023579672
love you,-9.328979023579672
i love,-9.328979023579672
しのい,-9.329116245182671
いる 言える の,-9.329297668772602
思っ もう,-9.329363413871302
何度 謝っ,-9.32948642619782
新製品,-9.329512393933685
こんな 馬鹿,-9.329541888658891
れ 続け い,-9.330133580429681
死ん しまっ ん,-9.330174998072088
爆撃,-9.330290464989574
下ろそ し,-9.330427456828696
喰っ,-9.330549579920074
しじま,-9.330658279745425
食べに,-9.331035313479461
ただ オタク,-9.331144408973305
ゆっくり 頷い,-9.331216852128552
ゲーム 終了,-9.3313153281834
れ 早く,-9.331522076768808
向ける い,-9.331709220206136
病院 連れ,-9.332024461402634
身分証明書 発行,-9.33216810107982
主たる,-9.332482052846887
当然 言え 当然,-9.332632668528934
おり 学校,-9.332843773908703
元気 何より,-9.333051934012893
思う まだ,-9.333127741346324
この 川,-9.333424123237474
鎌倉,-9.334061571132024
さらに 意識,-9.334121055435645
実力 持つ,-9.334144243783218
参加 し いただき,-9.33417046283131
覗き こん,-9.334266051761762
両親 僕,-9.33434599996182
育っ の,-9.334512469542325
おおいに,-9.335322715840318
主人公 い,-9.335724005171791
くれる 思い,-9.335840716688462
持っ いる あの,-9.335885440884276
木綿,-9.335993010917502
同時に 声,-9.33601542012141
見慣れ 景色,-9.336082402050152
れ しまっ どう,-9.336285329728327
ん まだまだ,-9.336427622799974
導い くれ,-9.33644931816624
警告 無視 し,-9.33661770031356
しょんぼり し,-9.336639025392437
奴隷 生活,-9.33669370245388
上達 し,-9.337342116282116
い 帰る,-9.337427482778645
てる 全然,-9.337515249482092
魔族 倒さ れ,-9.337610180216405
魔族 倒さ,-9.337610180216405
集結 する,-9.337963731464855
言っ 座っ,-9.33797513706574
明日 ちゃんと,-9.338307089345966
思わ れ がち,-9.338926759842492
最近 記憶,-9.339194991625417
き 良かっ,-9.33944646226007
止め 周囲,-9.339829361039376
い の 人間,-9.33987168538023
鳴き声 あげ,-9.340020261145346
駅舎,-9.340135911001028
阻み,-9.34016234787965
商売 し,-9.34016697013766
道幅,-9.340210338158476
き 黒い,-9.340298153318919
拗ら,-9.340550167125441
拗ら せ,-9.340550167125441
来てん,-9.340741216363018
しない いけ,-9.340783201417953
訳 僕,-9.340802325753796
し いる 光景,-9.341341870505381
ほんの 小さな,-9.341454940754634
この 変,-9.34180163568871
ばら 撒か れ,-9.34180773519588
覚え おけ,-9.341963694811852
動画サイト,-9.342283993140153
07,-9.34234433655183
営ん い,-9.34240345274928
せ い この,-9.343559970690261
もらえ て,-9.343725795903545
言っ やろ,-9.343952024214463
もう しょうが ない,-9.343964730208233
の 10年前,-9.344078084578678
弾み,-9.344404794630444
