0,220
2,169
4,80
5,2
6,65
7,2
8,45
9,8
10,39
11,10
12,51
13,5
14,45
15,4
16,42
17,3
18,21
19,4
20,39
21,6
22,26
23,3
24,16
25,6
26,27
27,3
28,20
29,5
30,12
31,2
32,16
33,2
34,27
35,2
36,9
37,1
38,10
39,4
40,16
41,8
42,15
43,1
44,11
45,4
46,5
47,4
48,14
49,2
50,15
51,4
52,10
53,1
54,7
55,6
56,6
58,8
59,1
60,13
61,1
62,8
63,3
64,11
65,4
66,4
67,4
68,6
69,1
70,8
71,1
72,7
73,3
74,7
75,2
76,11
77,1
78,6
79,4
80,6
81,1
82,12
83,3
84,2
85,3
86,6
87,4
88,5
89,1
90,4
91,1
92,3
93,2
94,5
95,3
96,3
97,3
98,5
99,2
100,5
101,2
102,4
103,2
104,5
105,3
106,2
107,2
108,4
109,2
110,5
112,3
113,1
114,5
116,6
117,2
118,3
119,1
121,3
122,2
123,2
124,1
125,1
126,4
127,4
128,2
129,1
130,5
131,2
134,3
135,1
136,2
138,5
140,3
142,2
143,3
144,1
145,2
146,4
147,1
148,1
150,2
151,1
152,2
153,2
154,4
156,1
157,2
158,1
159,3
160,2
161,2
162,1
163,1
164,5
165,3
166,1
168,2
169,1
170,2
171,3
172,1
173,1
174,1
175,3
176,2
177,1
178,1
180,4
182,2
184,1
185,3
186,1
188,3
189,2
190,4
191,1
193,1
194,2
196,2
197,2
198,4
199,2
200,1
201,1
202,1
204,2
207,2
208,1
209,1
212,3
213,3
215,1
216,2
217,1
219,1
220,2
221,1
222,1
224,1
230,4
231,1
232,1
233,1
234,1
237,1
238,1
239,1
240,1
241,1
243,1
245,2
247,3
249,1
250,3
254,1
258,1
259,1
262,1
263,2
264,1
265,1
266,1
268,1
269,1
270,2
271,1
272,1
275,1
276,1
279,2
282,2
283,3
286,2
287,1
288,2
293,1
295,2
297,2
298,1
300,1
302,1
309,1
313,1
315,1
316,1
318,2
319,1
320,2
321,1
323,1
324,1
325,1
326,1
328,1
329,1
330,1
332,1
334,1
335,1
337,1
341,1
343,1
344,1
345,1
346,2
351,1
354,2
356,1
360,1
362,1
366,1
367,2
373,1
374,1
376,1
377,1
378,1
381,1
383,1
385,1
387,1
390,1
392,1
393,1
396,1
399,1
407,1
411,1
416,1
417,1
418,2
419,1
420,1
421,1
422,1
425,1
426,2
429,1
432,2
436,2
439,1
441,1
444,1
445,1
447,2
448,1
449,1
450,1
452,1
455,1
457,2
460,1
465,1
466,1
467,2
468,1
469,1
470,2
488,2
492,2
497,1
504,1
505,1
506,1
510,1
517,1
520,1
522,1
528,1
533,1
536,1
539,1
543,1
554,1
559,1
563,1
573,1
574,1
576,1
588,1
594,1
595,1
600,1
604,1
613,1
619,1
628,2
629,1
637,1
639,1
642,1
644,1
650,1
655,3
657,1
658,1
662,1
691,1
692,1
697,1
710,1
720,1
722,1
726,1
730,1
735,1
742,1
748,1
759,1
762,1
775,1
784,1
788,1
806,1
807,1
809,1
813,1
819,1
820,1
822,1
837,1
838,1
842,1
850,1
857,1
862,1
888,1
892,1
910,1
927,1
936,1
947,1
953,1
993,1
996,1
1009,1
1028,1
1032,1
1049,1
1059,1
1064,1
1082,1
1108,1
1112,1
1127,1
1140,1
1165,1
1166,1
1172,1
1226,1
1233,1
1281,1
1310,1
1312,1
1317,1
1323,1
1341,1
1370,1
1403,2
1404,1
1483,1
1506,1
1516,1
1524,1
1532,1
1540,1
1553,1
1566,1
1629,1
1674,1
1688,1
1781,1
1818,1
1835,1
1871,1
1902,1
1934,1
1939,1
1953,1
1967,1
2082,1
2087,1
2107,1
2108,1
2153,1
2200,1
2293,1
2377,1
2428,1
2479,1
2540,1
2545,1
2591,1
2657,1
2661,1
2681,1
2714,1
2716,1
2744,1
2849,1
2854,1
2863,1
2910,1
2956,1
3162,1
3344,1
3429,1
3637,1
3875,1
4046,1
4150,1
4399,1
4401,1
4572,1
4617,1
4696,1
4721,1
4821,1
4986,2
4997,1
5066,1
5872,1
6080,1
6148,1
6279,1
6482,1
6487,1
6843,1
7073,1
7130,1
7186,1
7235,1
7528,1
7751,1
7758,1
7912,1
8249,1
8534,1
8837,1
8878,1
9125,1
9171,1
9262,1
9516,1
9545,1
9681,1
9701,1
10015,1
10230,1
10504,1
10641,1
10953,1
11113,1
11134,1
11137,1
11314,1
11478,1
11764,1
12128,1
12302,1
12437,1
12449,1
12738,1
12755,1
13133,1
13426,1
13748,1
13855,1
14685,1
15116,1
15629,1
16399,1
16755,1
16933,1
17675,1
19595,1
20131,1
20201,1
20642,1
20933,1
22643,1
22795,1
23780,1
23976,1
24340,1
24780,1
25030,1
25281,1
25352,1
26553,1
26666,1
26874,1
27696,1
28510,1
28979,1
29195,1
29263,1
31952,1
32156,1
35175,1
35334,1
36368,1
37227,1
37329,1
40197,1
40496,1
43782,1
46421,1
47864,1
48581,1
50506,1
70541,1
77606,1
93176,1
